2023-12-03 20:25:40,698 - INFO - === Script execution START (FLS Classification) at: 2023-12-03 20:25:40.698066 ===
2023-12-05 23:58:20,558 - INFO - FinBERT-FLS classification completed for document 656e5063c29059a0c7a00fe4. Label: Not FLS, Score: 0.9629210233688354
2023-12-05 23:58:20,865 - INFO - FinBERT-FLS classification completed for document 656e50a2c29059a0c7a00feb. Label: Not FLS, Score: 0.9752107858657837
2023-12-05 23:58:21,235 - INFO - FinBERT-FLS classification completed for document 656e50a2c29059a0c7a00fec. Label: Non-specific FLS, Score: 0.3688003122806549
2023-12-05 23:58:21,430 - INFO - FinBERT-FLS classification completed for document 656e50a2c29059a0c7a00fed. Label: Not FLS, Score: 0.7730373740196228
2023-12-05 23:58:21,702 - INFO - FinBERT-FLS classification completed for document 656e50a3c29059a0c7a00fee. Label: Not FLS, Score: 0.9317655563354492
2023-12-05 23:58:21,848 - INFO - FinBERT-FLS classification completed for document 656e50a3c29059a0c7a00fef. Label: Not FLS, Score: 0.9749909043312073
2023-12-05 23:58:22,105 - INFO - FinBERT-FLS classification completed for document 656e50d4c29059a0c7a00ff6. Label: Not FLS, Score: 0.961043119430542
2023-12-05 23:58:22,457 - INFO - FinBERT-FLS classification completed for document 656e50d4c29059a0c7a00ff7. Label: Not FLS, Score: 0.9807660579681396
2023-12-05 23:58:22,728 - INFO - FinBERT-FLS classification completed for document 656e50d4c29059a0c7a00ff8. Label: Specific FLS, Score: 0.4884234368801117
2023-12-05 23:58:22,972 - INFO - FinBERT-FLS classification completed for document 656e50d5c29059a0c7a00ff9. Label: Not FLS, Score: 0.9213896989822388
2023-12-05 23:58:23,275 - INFO - FinBERT-FLS classification completed for document 656e5105c29059a0c7a01000. Label: Not FLS, Score: 0.9553805589675903
2023-12-05 23:58:23,498 - INFO - FinBERT-FLS classification completed for document 656e5105c29059a0c7a01001. Label: Not FLS, Score: 0.4483833312988281
2023-12-05 23:58:23,737 - INFO - FinBERT-FLS classification completed for document 656e5105c29059a0c7a01002. Label: Not FLS, Score: 0.978927493095398
2023-12-05 23:58:23,984 - INFO - FinBERT-FLS classification completed for document 656e5133c29059a0c7a01009. Label: Not FLS, Score: 0.986083447933197
2023-12-05 23:58:24,225 - INFO - FinBERT-FLS classification completed for document 656e5133c29059a0c7a0100a. Label: Not FLS, Score: 0.48587942123413086
2023-12-05 23:58:24,697 - INFO - FinBERT-FLS classification completed for document 656e5134c29059a0c7a0100b. Label: Not FLS, Score: 0.9782528281211853
2023-12-05 23:58:25,008 - INFO - FinBERT-FLS classification completed for document 656e5134c29059a0c7a0100c. Label: Not FLS, Score: 0.9830111265182495
2023-12-05 23:58:25,146 - INFO - FinBERT-FLS classification completed for document 656e5164c29059a0c7a01013. Label: Not FLS, Score: 0.9749909043312073
2023-12-05 23:58:25,466 - INFO - FinBERT-FLS classification completed for document 656e5164c29059a0c7a01014. Label: Not FLS, Score: 0.9748645424842834
2023-12-05 23:58:25,725 - INFO - FinBERT-FLS classification completed for document 656e5164c29059a0c7a01015. Label: Not FLS, Score: 0.9794137477874756
2023-12-05 23:58:25,999 - INFO - FinBERT-FLS classification completed for document 656e5164c29059a0c7a01016. Label: Specific FLS, Score: 0.8136191368103027
2023-12-05 23:58:26,199 - INFO - FinBERT-FLS classification completed for document 656e5165c29059a0c7a01017. Label: Not FLS, Score: 0.9651785492897034
2023-12-05 23:58:26,805 - INFO - FinBERT-FLS classification completed for document 656e519dc29059a0c7a0101e. Label: Not FLS, Score: 0.9825344681739807
2023-12-05 23:58:27,349 - INFO - FinBERT-FLS classification completed for document 656e519dc29059a0c7a0101f. Label: Not FLS, Score: 0.979913592338562
2023-12-05 23:58:27,565 - INFO - FinBERT-FLS classification completed for document 656e519dc29059a0c7a01020. Label: Not FLS, Score: 0.7176141738891602
2023-12-05 23:58:27,900 - INFO - FinBERT-FLS classification completed for document 656e519ec29059a0c7a01021. Label: Not FLS, Score: 0.8599048256874084
2023-12-05 23:58:28,087 - INFO - FinBERT-FLS classification completed for document 656e51d2c29059a0c7a01028. Label: Not FLS, Score: 0.8585042953491211
2023-12-05 23:58:28,271 - INFO - FinBERT-FLS classification completed for document 656e51d2c29059a0c7a01029. Label: Not FLS, Score: 0.9718227982521057
2023-12-05 23:58:28,494 - INFO - FinBERT-FLS classification completed for document 656e51d2c29059a0c7a0102a. Label: Specific FLS, Score: 0.844551146030426
2023-12-05 23:58:28,809 - INFO - FinBERT-FLS classification completed for document 656e51d3c29059a0c7a0102b. Label: Not FLS, Score: 0.9749855399131775
2023-12-05 23:58:29,075 - INFO - FinBERT-FLS classification completed for document 656e51f3c29059a0c7a01032. Label: Not FLS, Score: 0.8323638439178467
2023-12-05 23:58:29,230 - INFO - FinBERT-FLS classification completed for document 656e51f3c29059a0c7a01033. Label: Not FLS, Score: 0.9881426692008972
2023-12-05 23:58:29,501 - INFO - FinBERT-FLS classification completed for document 656e51f3c29059a0c7a01034. Label: Not FLS, Score: 0.9797751903533936
2023-12-05 23:58:29,783 - INFO - FinBERT-FLS classification completed for document 656e51f4c29059a0c7a01035. Label: Not FLS, Score: 0.972095787525177
2023-12-05 23:58:30,015 - INFO - FinBERT-FLS classification completed for document 656e5214c29059a0c7a0103c. Label: Specific FLS, Score: 0.7043713927268982
2023-12-05 23:58:30,259 - INFO - FinBERT-FLS classification completed for document 656e5214c29059a0c7a0103d. Label: Non-specific FLS, Score: 0.555991530418396
2023-12-05 23:58:30,500 - INFO - FinBERT-FLS classification completed for document 656e5233c29059a0c7a01044. Label: Not FLS, Score: 0.9650745987892151
2023-12-05 23:58:31,205 - INFO - FinBERT-FLS classification completed for document 656e5234c29059a0c7a01045. Label: Not FLS, Score: 0.95010906457901
2023-12-05 23:58:31,517 - INFO - FinBERT-FLS classification completed for document 656e5234c29059a0c7a01046. Label: Not FLS, Score: 0.9726770520210266
2023-12-05 23:58:31,768 - INFO - FinBERT-FLS classification completed for document 656e5234c29059a0c7a01047. Label: Not FLS, Score: 0.5241519212722778
2023-12-05 23:58:32,211 - INFO - FinBERT-FLS classification completed for document 656e525bc29059a0c7a0104e. Label: Not FLS, Score: 0.449940025806427
2023-12-05 23:58:32,414 - INFO - FinBERT-FLS classification completed for document 656e525bc29059a0c7a0104f. Label: Not FLS, Score: 0.5350937843322754
2023-12-05 23:58:32,650 - INFO - FinBERT-FLS classification completed for document 656e525bc29059a0c7a01050. Label: Not FLS, Score: 0.9893566966056824
2023-12-05 23:58:32,823 - INFO - FinBERT-FLS classification completed for document 656e525bc29059a0c7a01051. Label: Not FLS, Score: 0.9749909043312073
2023-12-05 23:58:33,615 - INFO - FinBERT-FLS classification completed for document 656e525bc29059a0c7a01052. Label: Not FLS, Score: 0.98201984167099
2023-12-05 23:58:34,086 - INFO - FinBERT-FLS classification completed for document 656e5283c29059a0c7a01059. Label: Specific FLS, Score: 0.6709653735160828
2023-12-05 23:58:34,448 - INFO - FinBERT-FLS classification completed for document 656e5283c29059a0c7a0105a. Label: Not FLS, Score: 0.9577460289001465
2023-12-05 23:58:34,699 - INFO - FinBERT-FLS classification completed for document 656e5283c29059a0c7a0105b. Label: Not FLS, Score: 0.8968974351882935
2023-12-05 23:58:35,035 - INFO - FinBERT-FLS classification completed for document 656e5283c29059a0c7a0105c. Label: Not FLS, Score: 0.9786067008972168
2023-12-05 23:58:35,711 - INFO - FinBERT-FLS classification completed for document 656e5284c29059a0c7a0105d. Label: Specific FLS, Score: 0.7975406050682068
2023-12-05 23:58:36,110 - INFO - FinBERT-FLS classification completed for document 656e52adc29059a0c7a01064. Label: Not FLS, Score: 0.9873752593994141
2023-12-05 23:58:36,873 - INFO - FinBERT-FLS classification completed for document 656e52adc29059a0c7a01065. Label: Not FLS, Score: 0.9486072659492493
2023-12-05 23:58:37,617 - INFO - FinBERT-FLS classification completed for document 656e52adc29059a0c7a01066. Label: Not FLS, Score: 0.9803438186645508
2023-12-05 23:58:37,929 - INFO - FinBERT-FLS classification completed for document 656e52aec29059a0c7a01067. Label: Not FLS, Score: 0.9684578776359558
2023-12-05 23:58:38,193 - INFO - FinBERT-FLS classification completed for document 656e52aec29059a0c7a01068. Label: Not FLS, Score: 0.9764949083328247
2023-12-05 23:58:38,927 - INFO - FinBERT-FLS classification completed for document 656e52d3c29059a0c7a0106f. Label: Not FLS, Score: 0.9807965755462646
2023-12-05 23:58:39,255 - INFO - FinBERT-FLS classification completed for document 656e52d3c29059a0c7a01070. Label: Not FLS, Score: 0.865768551826477
2023-12-05 23:58:39,568 - INFO - FinBERT-FLS classification completed for document 656e52d3c29059a0c7a01071. Label: Not FLS, Score: 0.7320559620857239
2023-12-05 23:58:39,889 - INFO - FinBERT-FLS classification completed for document 656e52d4c29059a0c7a01072. Label: Not FLS, Score: 0.9829203486442566
2023-12-05 23:58:40,143 - INFO - FinBERT-FLS classification completed for document 656e52f8c29059a0c7a01079. Label: Not FLS, Score: 0.9855523705482483
2023-12-05 23:58:40,445 - INFO - FinBERT-FLS classification completed for document 656e52f9c29059a0c7a0107a. Label: Not FLS, Score: 0.9845669865608215
2023-12-05 23:58:40,758 - INFO - FinBERT-FLS classification completed for document 656e52f9c29059a0c7a0107b. Label: Not FLS, Score: 0.9841761589050293
2023-12-05 23:58:41,390 - INFO - FinBERT-FLS classification completed for document 656e532ac29059a0c7a01082. Label: Not FLS, Score: 0.9801774024963379
2023-12-05 23:58:41,624 - INFO - FinBERT-FLS classification completed for document 656e532ac29059a0c7a01083. Label: Not FLS, Score: 0.9307518601417542
2023-12-05 23:58:42,011 - INFO - FinBERT-FLS classification completed for document 656e532ac29059a0c7a01084. Label: Not FLS, Score: 0.9876089096069336
2023-12-05 23:58:42,187 - INFO - FinBERT-FLS classification completed for document 656e532ac29059a0c7a01085. Label: Not FLS, Score: 0.9749909043312073
2023-12-05 23:58:42,520 - INFO - FinBERT-FLS classification completed for document 656e535fc29059a0c7a0108c. Label: Not FLS, Score: 0.9831856489181519
2023-12-05 23:58:43,208 - INFO - FinBERT-FLS classification completed for document 656e5360c29059a0c7a0108d. Label: Not FLS, Score: 0.9805890917778015
2023-12-05 23:58:43,423 - INFO - FinBERT-FLS classification completed for document 656e5360c29059a0c7a0108e. Label: Not FLS, Score: 0.9813817739486694
2023-12-05 23:58:43,638 - INFO - FinBERT-FLS classification completed for document 656e5360c29059a0c7a0108f. Label: Not FLS, Score: 0.9867204427719116
2023-12-05 23:58:43,904 - INFO - FinBERT-FLS classification completed for document 656e5360c29059a0c7a01090. Label: Not FLS, Score: 0.9826237559318542
2023-12-05 23:58:44,167 - INFO - FinBERT-FLS classification completed for document 656e5395c29059a0c7a01097. Label: Not FLS, Score: 0.9749909043312073
2023-12-05 23:58:44,319 - INFO - FinBERT-FLS classification completed for document 656e5395c29059a0c7a01098. Label: Not FLS, Score: 0.9749909043312073
2023-12-05 23:58:44,622 - INFO - FinBERT-FLS classification completed for document 656e5395c29059a0c7a01099. Label: Not FLS, Score: 0.9786452054977417
2023-12-05 23:58:44,850 - INFO - FinBERT-FLS classification completed for document 656e5395c29059a0c7a0109a. Label: Not FLS, Score: 0.9807242155075073
2023-12-05 23:58:45,058 - INFO - FinBERT-FLS classification completed for document 656e5396c29059a0c7a0109b. Label: Not FLS, Score: 0.9778173565864563
2023-12-05 23:58:45,336 - INFO - FinBERT-FLS classification completed for document 656e53c2c29059a0c7a010a2. Label: Not FLS, Score: 0.5232861638069153
2023-12-05 23:58:45,670 - INFO - FinBERT-FLS classification completed for document 656e53c2c29059a0c7a010a3. Label: Not FLS, Score: 0.965860903263092
2023-12-05 23:58:45,886 - INFO - FinBERT-FLS classification completed for document 656e53c2c29059a0c7a010a4. Label: Not FLS, Score: 0.9810177087783813
2023-12-05 23:58:46,386 - INFO - FinBERT-FLS classification completed for document 656e53c3c29059a0c7a010a5. Label: Not FLS, Score: 0.9758428931236267
2023-12-05 23:58:46,982 - INFO - FinBERT-FLS classification completed for document 656e53c3c29059a0c7a010a6. Label: Not FLS, Score: 0.9839383959770203
2023-12-05 23:58:47,358 - INFO - FinBERT-FLS classification completed for document 656e53e1c29059a0c7a010ad. Label: Not FLS, Score: 0.5055492520332336
2023-12-05 23:58:47,601 - INFO - FinBERT-FLS classification completed for document 656e53e1c29059a0c7a010ae. Label: Not FLS, Score: 0.9746562242507935
2023-12-05 23:58:47,792 - INFO - FinBERT-FLS classification completed for document 656e5400c29059a0c7a010b5. Label: Not FLS, Score: 0.9711741209030151
2023-12-05 23:58:47,972 - INFO - FinBERT-FLS classification completed for document 656e5400c29059a0c7a010b6. Label: Not FLS, Score: 0.9711741209030151
2023-12-05 23:58:48,191 - INFO - FinBERT-FLS classification completed for document 656e5401c29059a0c7a010b7. Label: Not FLS, Score: 0.9749909043312073
2023-12-05 23:58:48,606 - INFO - FinBERT-FLS classification completed for document 656e5401c29059a0c7a010b8. Label: Not FLS, Score: 0.9711741209030151
2023-12-05 23:58:48,741 - INFO - FinBERT-FLS classification completed for document 656e542ec29059a0c7a010bf. Label: Not FLS, Score: 0.9749909043312073
2023-12-05 23:58:48,968 - INFO - FinBERT-FLS classification completed for document 656e542ec29059a0c7a010c0. Label: Not FLS, Score: 0.9814016222953796
2023-12-05 23:58:49,253 - INFO - FinBERT-FLS classification completed for document 656e542fc29059a0c7a010c1. Label: Not FLS, Score: 0.9783878326416016
2023-12-05 23:58:49,604 - INFO - FinBERT-FLS classification completed for document 656e542fc29059a0c7a010c2. Label: Not FLS, Score: 0.977756917476654
2023-12-05 23:58:49,931 - INFO - FinBERT-FLS classification completed for document 656e542fc29059a0c7a010c3. Label: Not FLS, Score: 0.8783345818519592
2023-12-05 23:58:50,294 - INFO - FinBERT-FLS classification completed for document 656e545bc29059a0c7a010ca. Label: Not FLS, Score: 0.9583000540733337
2023-12-05 23:58:50,785 - INFO - FinBERT-FLS classification completed for document 656e545bc29059a0c7a010cb. Label: Specific FLS, Score: 0.7351543307304382
2023-12-05 23:58:50,943 - INFO - FinBERT-FLS classification completed for document 656e545bc29059a0c7a010cc. Label: Not FLS, Score: 0.9469021558761597
2023-12-05 23:58:51,264 - INFO - FinBERT-FLS classification completed for document 656e545cc29059a0c7a010cd. Label: Not FLS, Score: 0.8807734847068787
2023-12-05 23:58:51,449 - INFO - FinBERT-FLS classification completed for document 656e545cc29059a0c7a010ce. Label: Not FLS, Score: 0.9669557213783264
2023-12-05 23:58:51,767 - INFO - FinBERT-FLS classification completed for document 656e5491c29059a0c7a010d5. Label: Not FLS, Score: 0.9704576730728149
2023-12-05 23:58:51,981 - INFO - FinBERT-FLS classification completed for document 656e5491c29059a0c7a010d6. Label: Not FLS, Score: 0.9622812867164612
2023-12-05 23:58:52,227 - INFO - FinBERT-FLS classification completed for document 656e5491c29059a0c7a010d7. Label: Not FLS, Score: 0.9349984526634216
2023-12-05 23:58:52,536 - INFO - FinBERT-FLS classification completed for document 656e5492c29059a0c7a010d8. Label: Not FLS, Score: 0.9877585768699646
2023-12-05 23:58:53,025 - INFO - FinBERT-FLS classification completed for document 656e5492c29059a0c7a010d9. Label: Not FLS, Score: 0.9718829989433289
2023-12-05 23:58:53,300 - INFO - FinBERT-FLS classification completed for document 656e54c4c29059a0c7a010e0. Label: Not FLS, Score: 0.98326575756073
2023-12-05 23:58:53,625 - INFO - FinBERT-FLS classification completed for document 656e54c5c29059a0c7a010e1. Label: Not FLS, Score: 0.5534316301345825
2023-12-05 23:58:54,009 - INFO - FinBERT-FLS classification completed for document 656e54c6c29059a0c7a010e2. Label: Not FLS, Score: 0.9839990735054016
2023-12-05 23:58:54,231 - INFO - FinBERT-FLS classification completed for document 656e54c7c29059a0c7a010e3. Label: Not FLS, Score: 0.9710184335708618
2023-12-05 23:58:54,504 - INFO - FinBERT-FLS classification completed for document 656e54c8c29059a0c7a010e4. Label: Not FLS, Score: 0.9220904111862183
2023-12-05 23:58:54,919 - INFO - FinBERT-FLS classification completed for document 656e54edc29059a0c7a010eb. Label: Not FLS, Score: 0.8717077970504761
2023-12-05 23:58:55,113 - INFO - FinBERT-FLS classification completed for document 656e54edc29059a0c7a010ec. Label: Not FLS, Score: 0.7199879884719849
2023-12-05 23:58:55,379 - INFO - FinBERT-FLS classification completed for document 656e54eec29059a0c7a010ed. Label: Not FLS, Score: 0.9740203619003296
2023-12-05 23:58:55,628 - INFO - FinBERT-FLS classification completed for document 656e5521c29059a0c7a010f4. Label: Not FLS, Score: 0.8400605916976929
2023-12-05 23:58:56,493 - INFO - FinBERT-FLS classification completed for document 656e5521c29059a0c7a010f5. Label: Not FLS, Score: 0.9800668954849243
2023-12-05 23:58:56,914 - INFO - FinBERT-FLS classification completed for document 656e5521c29059a0c7a010f6. Label: Not FLS, Score: 0.9873607158660889
2023-12-05 23:58:57,366 - INFO - FinBERT-FLS classification completed for document 656e554ac29059a0c7a010fd. Label: Not FLS, Score: 0.916923463344574
2023-12-05 23:58:57,567 - INFO - FinBERT-FLS classification completed for document 656e554ac29059a0c7a010fe. Label: Not FLS, Score: 0.9587855935096741
2023-12-05 23:58:57,793 - INFO - FinBERT-FLS classification completed for document 656e554ac29059a0c7a010ff. Label: Not FLS, Score: 0.9816346764564514
2023-12-05 23:58:58,069 - INFO - FinBERT-FLS classification completed for document 656e554bc29059a0c7a01100. Label: Not FLS, Score: 0.982670247554779
2023-12-05 23:58:58,310 - INFO - FinBERT-FLS classification completed for document 656e554bc29059a0c7a01101. Label: Not FLS, Score: 0.963053286075592
2023-12-05 23:58:58,560 - INFO - FinBERT-FLS classification completed for document 656e558dc29059a0c7a01106. Label: Not FLS, Score: 0.9810925126075745
2023-12-05 23:58:58,860 - INFO - FinBERT-FLS classification completed for document 656e55b6c29059a0c7a0110d. Label: Not FLS, Score: 0.9792560338973999
2023-12-05 23:58:59,173 - INFO - FinBERT-FLS classification completed for document 656e55b6c29059a0c7a0110e. Label: Not FLS, Score: 0.9769558310508728
2023-12-05 23:58:59,493 - INFO - FinBERT-FLS classification completed for document 656e55b6c29059a0c7a0110f. Label: Not FLS, Score: 0.984650194644928
2023-12-05 23:58:59,677 - INFO - FinBERT-FLS classification completed for document 656e55b7c29059a0c7a01110. Label: Not FLS, Score: 0.9908667802810669
2023-12-05 23:58:59,849 - INFO - FinBERT-FLS classification completed for document 656e55b7c29059a0c7a01111. Label: Not FLS, Score: 0.9749909043312073
2023-12-05 23:59:00,056 - INFO - FinBERT-FLS classification completed for document 656e55e9c29059a0c7a01118. Label: Not FLS, Score: 0.9748874306678772
2023-12-05 23:59:00,517 - INFO - FinBERT-FLS classification completed for document 656e55e9c29059a0c7a01119. Label: Not FLS, Score: 0.9800238013267517
2023-12-05 23:59:00,692 - INFO - FinBERT-FLS classification completed for document 656e55e9c29059a0c7a0111a. Label: Not FLS, Score: 0.9834480285644531
2023-12-05 23:59:00,909 - INFO - FinBERT-FLS classification completed for document 656e55eac29059a0c7a0111b. Label: Not FLS, Score: 0.9726235866546631
2023-12-05 23:59:01,091 - INFO - FinBERT-FLS classification completed for document 656e55eac29059a0c7a0111c. Label: Not FLS, Score: 0.9749909043312073
2023-12-05 23:59:01,288 - INFO - FinBERT-FLS classification completed for document 656e5610c29059a0c7a01123. Label: Not FLS, Score: 0.9749909043312073
2023-12-05 23:59:01,638 - INFO - FinBERT-FLS classification completed for document 656e5610c29059a0c7a01124. Label: Not FLS, Score: 0.9864863157272339
2023-12-05 23:59:01,877 - INFO - FinBERT-FLS classification completed for document 656e5610c29059a0c7a01125. Label: Not FLS, Score: 0.9814903736114502
2023-12-05 23:59:02,255 - INFO - FinBERT-FLS classification completed for document 656e5610c29059a0c7a01126. Label: Not FLS, Score: 0.9856243133544922
2023-12-05 23:59:02,719 - INFO - FinBERT-FLS classification completed for document 656e5634c29059a0c7a0112d. Label: Not FLS, Score: 0.9783899784088135
2023-12-05 23:59:03,025 - INFO - FinBERT-FLS classification completed for document 656e5634c29059a0c7a0112e. Label: Not FLS, Score: 0.9782924056053162
2023-12-05 23:59:03,393 - INFO - FinBERT-FLS classification completed for document 656e5634c29059a0c7a0112f. Label: Not FLS, Score: 0.9818425178527832
2023-12-05 23:59:04,111 - INFO - FinBERT-FLS classification completed for document 656e5669c29059a0c7a01136. Label: Not FLS, Score: 0.9388739466667175
2023-12-05 23:59:04,364 - INFO - FinBERT-FLS classification completed for document 656e566ac29059a0c7a01137. Label: Not FLS, Score: 0.9686760902404785
2023-12-05 23:59:04,719 - INFO - FinBERT-FLS classification completed for document 656e566ac29059a0c7a01138. Label: Not FLS, Score: 0.9267860054969788
2023-12-05 23:59:05,027 - INFO - FinBERT-FLS classification completed for document 656e566ac29059a0c7a01139. Label: Not FLS, Score: 0.9824913144111633
2023-12-05 23:59:05,431 - INFO - FinBERT-FLS classification completed for document 656e56a8c29059a0c7a01140. Label: Not FLS, Score: 0.8650258183479309
2023-12-05 23:59:05,824 - INFO - FinBERT-FLS classification completed for document 656e56a8c29059a0c7a01141. Label: Not FLS, Score: 0.9813287258148193
2023-12-05 23:59:06,382 - INFO - FinBERT-FLS classification completed for document 656e56a8c29059a0c7a01142. Label: Not FLS, Score: 0.8635257482528687
2023-12-05 23:59:06,698 - INFO - FinBERT-FLS classification completed for document 656e56a9c29059a0c7a01143. Label: Not FLS, Score: 0.9165617823600769
2023-12-05 23:59:07,243 - INFO - FinBERT-FLS classification completed for document 656e56a9c29059a0c7a01144. Label: Not FLS, Score: 0.9197717308998108
2023-12-05 23:59:07,833 - INFO - FinBERT-FLS classification completed for document 656e56d7c29059a0c7a0114b. Label: Not FLS, Score: 0.9640896916389465
2023-12-05 23:59:08,481 - INFO - FinBERT-FLS classification completed for document 656e56f9c29059a0c7a01152. Label: Not FLS, Score: 0.9564180374145508
2023-12-05 23:59:08,816 - INFO - FinBERT-FLS classification completed for document 656e56f9c29059a0c7a01153. Label: Not FLS, Score: 0.9718356132507324
2023-12-05 23:59:09,196 - INFO - FinBERT-FLS classification completed for document 656e56f9c29059a0c7a01154. Label: Not FLS, Score: 0.9809086322784424
2023-12-05 23:59:09,456 - INFO - FinBERT-FLS classification completed for document 656e56fac29059a0c7a01155. Label: Not FLS, Score: 0.9792349934577942
2023-12-05 23:59:09,809 - INFO - FinBERT-FLS classification completed for document 656e5726c29059a0c7a0115c. Label: Not FLS, Score: 0.9615795016288757
2023-12-05 23:59:10,333 - INFO - FinBERT-FLS classification completed for document 656e5726c29059a0c7a0115d. Label: Not FLS, Score: 0.9796668291091919
2023-12-05 23:59:10,592 - INFO - FinBERT-FLS classification completed for document 656e574dc29059a0c7a01163. Label: Not FLS, Score: 0.9639280438423157
2023-12-05 23:59:10,909 - INFO - FinBERT-FLS classification completed for document 656e574dc29059a0c7a01164. Label: Not FLS, Score: 0.8188062906265259
2023-12-05 23:59:11,270 - INFO - FinBERT-FLS classification completed for document 656e574dc29059a0c7a01165. Label: Not FLS, Score: 0.9731513857841492
2023-12-05 23:59:11,584 - INFO - FinBERT-FLS classification completed for document 656e574ec29059a0c7a01166. Label: Not FLS, Score: 0.9679718017578125
2023-12-05 23:59:11,850 - INFO - FinBERT-FLS classification completed for document 656e578bc29059a0c7a0116d. Label: Not FLS, Score: 0.9823383688926697
2023-12-05 23:59:12,046 - INFO - FinBERT-FLS classification completed for document 656e578cc29059a0c7a0116e. Label: Not FLS, Score: 0.9816702604293823
2023-12-05 23:59:12,576 - INFO - FinBERT-FLS classification completed for document 656e578cc29059a0c7a0116f. Label: Specific FLS, Score: 0.4867231845855713
2023-12-05 23:59:12,814 - INFO - FinBERT-FLS classification completed for document 656e57b1c29059a0c7a01176. Label: Not FLS, Score: 0.9217536449432373
2023-12-05 23:59:13,086 - INFO - FinBERT-FLS classification completed for document 656e57b1c29059a0c7a01177. Label: Not FLS, Score: 0.9828989505767822
2023-12-05 23:59:13,434 - INFO - FinBERT-FLS classification completed for document 656e57b1c29059a0c7a01178. Label: Not FLS, Score: 0.9666568040847778
2023-12-05 23:59:13,724 - INFO - FinBERT-FLS classification completed for document 656e57ddc29059a0c7a0117f. Label: Not FLS, Score: 0.968622088432312
2023-12-05 23:59:13,903 - INFO - FinBERT-FLS classification completed for document 656e57ddc29059a0c7a01180. Label: Not FLS, Score: 0.5931320786476135
2023-12-05 23:59:14,217 - INFO - FinBERT-FLS classification completed for document 656e57ddc29059a0c7a01181. Label: Not FLS, Score: 0.659857988357544
2023-12-05 23:59:14,708 - INFO - FinBERT-FLS classification completed for document 656e57ddc29059a0c7a01182. Label: Not FLS, Score: 0.9588087201118469
2023-12-05 23:59:14,954 - INFO - FinBERT-FLS classification completed for document 656e57dec29059a0c7a01183. Label: Not FLS, Score: 0.9681220054626465
2023-12-05 23:59:15,233 - INFO - FinBERT-FLS classification completed for document 656e5803c29059a0c7a0118a. Label: Not FLS, Score: 0.9615029096603394
2023-12-05 23:59:15,683 - INFO - FinBERT-FLS classification completed for document 656e5803c29059a0c7a0118b. Label: Specific FLS, Score: 0.736208438873291
2023-12-05 23:59:15,972 - INFO - FinBERT-FLS classification completed for document 656e5803c29059a0c7a0118c. Label: Not FLS, Score: 0.9816892147064209
2023-12-05 23:59:16,214 - INFO - FinBERT-FLS classification completed for document 656e5804c29059a0c7a0118d. Label: Not FLS, Score: 0.5350937843322754
2023-12-05 23:59:16,963 - INFO - FinBERT-FLS classification completed for document 656e5837c29059a0c7a01194. Label: Not FLS, Score: 0.9763225317001343
2023-12-05 23:59:17,371 - INFO - FinBERT-FLS classification completed for document 656e5837c29059a0c7a01195. Label: Not FLS, Score: 0.9725630283355713
2023-12-05 23:59:17,640 - INFO - FinBERT-FLS classification completed for document 656e5837c29059a0c7a01196. Label: Not FLS, Score: 0.9764743447303772
2023-12-05 23:59:17,904 - INFO - FinBERT-FLS classification completed for document 656e5837c29059a0c7a01197. Label: Not FLS, Score: 0.9632068276405334
2023-12-05 23:59:18,152 - INFO - FinBERT-FLS classification completed for document 656e5838c29059a0c7a01198. Label: Not FLS, Score: 0.9800499081611633
2023-12-05 23:59:18,642 - INFO - FinBERT-FLS classification completed for document 656e5864c29059a0c7a0119f. Label: Not FLS, Score: 0.9768312573432922
2023-12-05 23:59:19,697 - INFO - FinBERT-FLS classification completed for document 656e5864c29059a0c7a011a0. Label: Not FLS, Score: 0.9821557402610779
2023-12-05 23:59:20,307 - INFO - FinBERT-FLS classification completed for document 656e5865c29059a0c7a011a1. Label: Not FLS, Score: 0.96377032995224
2023-12-05 23:59:20,706 - INFO - FinBERT-FLS classification completed for document 656e5865c29059a0c7a011a2. Label: Not FLS, Score: 0.9741870760917664
2023-12-05 23:59:21,276 - INFO - FinBERT-FLS classification completed for document 656e5865c29059a0c7a011a3. Label: Not FLS, Score: 0.9747645258903503
2023-12-05 23:59:21,847 - INFO - FinBERT-FLS classification completed for document 656e5890c29059a0c7a011aa. Label: Not FLS, Score: 0.981522798538208
2023-12-05 23:59:22,091 - INFO - FinBERT-FLS classification completed for document 656e5890c29059a0c7a011ab. Label: Not FLS, Score: 0.9661634564399719
2023-12-05 23:59:22,561 - INFO - FinBERT-FLS classification completed for document 656e5890c29059a0c7a011ac. Label: Not FLS, Score: 0.9762256145477295
2023-12-05 23:59:23,223 - INFO - FinBERT-FLS classification completed for document 656e5890c29059a0c7a011ad. Label: Not FLS, Score: 0.9660943746566772
2023-12-05 23:59:23,617 - INFO - FinBERT-FLS classification completed for document 656e5891c29059a0c7a011ae. Label: Not FLS, Score: 0.9828973412513733
2023-12-05 23:59:24,226 - INFO - FinBERT-FLS classification completed for document 656e5e7484f5159b98214762. Label: Not FLS, Score: 0.8148447275161743
2023-12-05 23:59:24,703 - INFO - FinBERT-FLS classification completed for document 656e5e7584f5159b98214763. Label: Not FLS, Score: 0.9712883830070496
